frame,threads,blocks,native_covered,scaled_covered,fr_up_ms,lg_up_ms,self_diff_ms,cross_diff_ms,total_gpu_ms,heat_self_mean,heat_cross_mean,nonzero_diff_pixels
0,1024,60,1,0,2.25251,0.04416,0.059392,0.016384,2.25251,3.2,3.2,61440
1,1024,60,1,0,0.106336,0.113504,0.011264,0.016384,0.113504,3.2,3.2,61440
2,1024,60,1,0,0.117568,0.122784,0.01024,0.016384,0.122784,3.2,3.2,61440
3,1024,60,1,0,0.107392,0.115328,0.012288,0.016384,0.115328,3.2,3.2,61440
4,1024,60,1,0,0.208992,0.088992,0.011264,0.016384,0.208992,3.2,3.2,61440
5,1024,60,1,0,0.111904,0.118112,0.012288,0.016384,0.118112,3.2,3.2,61440
6,1024,60,1,0,0.14848,0.10064,0.012288,0.139264,0.14848,3.2,3.2,61440
7,1024,60,1,0,0.164128,0.102208,0.011264,0.104448,0.164128,3.2,3.2,61440
8,1024,60,1,0,0.148,0.164672,0.011264,0.016384,0.164672,3.2,3.2,61440
9,1024,60,1,0,0.16816,0.15216,0.013312,0.016384,0.16816,3.2,3.2,61440
10,1024,60,1,0,0.125664,0.128416,0.011264,0.016384,0.128416,3.2,3.2,61440
11,1024,60,1,0,0.129344,0.106656,0.013312,0.01536,0.129344,3.2,3.2,61440
12,1024,60,1,0,0.136448,0.152576,0.012288,0.016384,0.152576,3.2,3.2,61440
13,1024,60,1,0,0.122048,0.119104,0.011264,0.016384,0.122048,3.2,3.2,61440
14,1024,60,1,0,0.150592,0.106176,0.01024,0.016384,0.150592,3.2,3.2,61440
15,1024,60,1,0,0.11712,0.122848,0.01024,0.015424,0.122848,3.2,3.2,61440
16,1024,60,1,0,0.127552,0.127968,0.011264,0.016384,0.127968,3.2,3.2,61440
17,1024,60,1,0,0.172224,0.18784,0.011264,0.016384,0.18784,3.2,3.2,61440
18,1024,60,1,0,0.126304,0.129792,0.012288,0.016384,0.129792,3.2,3.2,61440
19,1024,60,1,0,0.121888,0.106976,0.011264,0.016384,0.121888,3.2,3.2,61440
20,1024,60,1,0,0.107072,0.114432,0.01024,0.017408,0.114432,3.2,3.2,61440
21,1024,60,1,0,0.106048,0.11728,0.013312,0.016384,0.11728,3.2,3.2,61440
22,1024,60,1,0,0.10688,0.113856,0.011264,0.016384,0.113856,3.2,3.2,61440
23,1024,60,1,0,0.124,0.128192,0.011264,0.016384,0.128192,3.2,3.2,61440
24,1024,60,1,0,0.111168,0.116032,0.011264,0.016384,0.116032,3.2,3.2,61440
25,1024,60,1,0,0.11504,0.121504,0.011264,0.015456,0.121504,3.2,3.2,61440
26,1024,60,1,0,0.102848,0.092768,0.012288,0.016384,0.102848,3.2,3.2,61440
27,1024,60,1,0,0.124736,0.140384,0.01024,0.016384,0.140384,3.2,3.2,61440
28,1024,60,1,0,0.124704,0.139328,0.012288,0.016384,0.139328,3.2,3.2,61440
29,1024,60,1,0,0.187296,0.231136,0.01536,0.018432,0.231136,3.2,3.2,61440
30,1024,60,1,0,0.154752,0.200096,0.014336,0.018432,0.200096,3.2,3.2,61440
31,1024,60,1,0,0.166304,0.199584,0.016384,0.018432,0.199584,3.2,3.2,61440
32,1024,60,1,0,0.146592,0.178528,0.01536,0.018432,0.178528,3.2,3.2,61440
33,1024,60,1,0,0.176064,0.15232,0.016384,0.018432,0.176064,3.2,3.2,61440
34,1024,60,1,0,0.165248,0.211008,0.016384,0.018432,0.211008,3.2,3.2,61440
35,1024,60,1,0,0.164224,0.21072,0.01536,0.017408,0.21072,3.2,3.2,61440
36,1024,60,1,0,0.143552,0.180992,0.01536,0.018432,0.180992,3.2,3.2,61440
37,1024,60,1,0,0.250112,0.294912,0.016384,0.018432,0.294912,3.2,3.2,61440
38,1024,60,1,0,0.166528,0.20224,0.01536,0.018432,0.20224,3.2,3.2,61440
