frame,threads,blocks,native_covered,scaled_covered,fr_up_ms,lg_up_ms,self_diff_ms,cross_diff_ms,total_gpu_ms,heat_self_mean,heat_cross_mean,nonzero_diff_pixels
0,256,60,0,0,1.72026,0.035808,0.0512,0.01536,1.72026,0.8,0.8,15360
1,256,60,0,0,0.119328,0.13504,0.007168,0.014336,0.13504,0.8,0.8,15360
2,256,60,0,0,0.116384,0.11424,0.008192,0.014336,0.116384,0.8,0.8,15360
3,256,60,0,0,0.147744,0.163424,0.007168,0.013312,0.163424,0.8,0.8,15360
4,256,60,0,0,0.157824,0.141696,0.007168,0.01536,0.157824,0.8,0.8,15360
5,256,60,0,0,0.1064,0.114176,0.006144,0.01536,0.114176,0.8,0.8,15360
6,256,60,0,0,0.116896,0.104288,0.01024,0.014336,0.116896,0.8,0.8,15360
7,256,60,0,0,0.139872,0.085888,0.007168,0.01536,0.139872,0.8,0.8,15360
8,256,60,0,0,0.104224,0.113376,0.007168,0.016384,0.113376,0.8,0.8,15360
9,256,60,0,0,0.122016,0.1352,0.007168,0.01536,0.1352,0.8,0.8,15360
10,256,60,0,0,0.114112,0.115552,0.008192,0.014336,0.115552,0.8,0.8,15360
11,256,60,0,0,0.10656,0.115232,0.007168,0.014336,0.115232,0.8,0.8,15360
12,256,60,0,0,0.135136,0.150848,0.008192,0.01536,0.150848,0.8,0.8,15360
13,256,60,0,0,0.1168,0.067616,0.039936,0.018208,0.1168,0.8,0.8,15360
14,256,60,0,0,0.11648,0.1264,0.007168,0.014336,0.1264,0.8,0.8,15360
15,256,60,0,0,0.13248,0.146944,0.007168,0.01536,0.146944,0.8,0.8,15360
16,256,60,0,0,0.108192,0.098336,0.007168,0.014336,0.108192,0.8,0.8,15360
17,256,60,0,0,0.113056,0.11648,0.008192,0.014336,0.11648,0.8,0.8,15360
18,256,60,0,0,0.129376,0.145824,0.009216,0.01536,0.145824,0.8,0.8,15360
19,256,60,0,0,0.141056,0.155296,0.006144,0.014336,0.155296,0.8,0.8,15360
20,256,60,0,0,0.553088,0.56688,0.008192,0.01536,0.56688,0.8,0.8,15360
21,256,60,0,0,0.11584,0.117536,0.007168,0.01536,0.117536,0.8,0.8,15360
22,256,60,0,0,0.122208,0.10528,0.009216,0.014336,0.122208,0.8,0.8,15360
23,256,60,0,0,0.12704,0.13024,0.008192,0.013312,0.13024,0.8,0.8,15360
24,256,60,0,0,0.13056,0.14624,0.007168,0.01536,0.14624,0.8,0.8,15360
