frame,threads,blocks,native_covered,scaled_covered,fr_up_ms,lg_up_ms,self_diff_ms,cross_diff_ms,total_gpu_ms,heat_self_mean,heat_cross_mean,nonzero_diff_pixels
0,512,240,1,0,2.29901,0.076512,0.060416,0.01536,2.29901,6.4,6.4,122880
1,512,240,1,0,0.119136,0.123136,0.012288,0.01536,0.123136,6.4,6.4,122880
2,512,240,1,0,0.11408,0.103328,0.012288,0.01536,0.11408,6.4,6.4,122880
3,512,240,1,0,0.1632,0.106912,0.012288,0.132096,0.1632,6.4,6.4,122880
4,512,240,1,0,0.145312,0.10384,0.013312,0.01536,0.145312,6.4,6.4,122880
5,512,240,1,0,0.105056,0.096512,0.012288,0.01536,0.105056,6.4,6.4,122880
6,512,240,1,0,0.103392,0.116416,0.013312,0.01536,0.116416,6.4,6.4,122880
7,512,240,1,0,0.122592,0.128416,0.011264,0.01536,0.128416,6.4,6.4,122880
8,512,240,1,0,0.125248,0.105184,0.013312,0.01536,0.125248,6.4,6.4,122880
9,512,240,1,0,0.124224,0.127904,0.013312,0.01536,0.127904,6.4,6.4,122880
10,512,240,1,0,0.157408,0.17408,0.012288,0.01536,0.17408,6.4,6.4,122880
11,512,240,1,0,0.376352,0.354816,0.012288,0.01536,0.376352,6.4,6.4,122880
12,512,240,1,0,0.112576,0.122368,0.013312,0.015392,0.122368,6.4,6.4,122880
13,512,240,1,0,0.117216,0.132352,0.013312,0.01536,0.132352,6.4,6.4,122880
14,512,240,1,0,0.139168,0.152032,0.012288,0.01536,0.152032,6.4,6.4,122880
15,512,240,1,0,0.109088,0.115648,0.013312,0.01536,0.115648,7.4476,6.4,122880
16,512,240,1,0,0.12704,0.104256,0.013312,0.01536,0.12704,7.4476,6.4,122880
17,512,240,1,0,0.1232,0.09968,0.013312,0.01536,0.1232,8.09122,6.4,122880
18,512,240,1,0,0.112864,0.114656,0.013312,0.01536,0.114656,8.09122,6.4,122880
19,512,240,1,0,0.122688,0.12848,0.011264,0.01536,0.12848,7.77512,6.4,122880
20,512,240,1,0,0.18832,0.151456,0.013312,0.01536,0.18832,7.77512,6.4,122880
21,512,240,1,0,0.128288,0.143648,0.013312,0.01536,0.143648,7.21015,6.4,122880
22,512,240,1,0,0.157728,0.16432,0.014336,0.01536,0.16432,7.21015,6.4,122880
23,512,240,1,0,0.113856,0.116352,0.012288,0.01536,0.116352,7.10845,6.4,122880
24,512,240,1,0,0.109792,0.117216,0.012288,0.016384,0.117216,7.10845,6.4,122880
25,512,240,1,0,0.114752,0.114976,0.012288,0.01536,0.114976,7.01376,6.4,122880
26,512,240,1,0,0.124192,0.10496,0.012288,0.01536,0.124192,7.01376,6.4,122880
27,512,240,1,0,0.147104,0.152352,0.012288,0.01536,0.152352,6.95396,6.4,122880
28,512,240,1,0,0.156032,0.103072,0.013312,0.016384,0.156032,6.95396,6.4,122880
29,512,240,1,0,0.16288,0.164064,0.018432,0.017408,0.164064,6.90996,6.4,122880
30,512,240,1,0,0.140544,0.177536,0.017408,0.017408,0.177536,6.90996,6.4,122880
31,512,240,1,0,0.162432,0.207808,0.017408,0.017408,0.207808,6.90996,6.4,122880
32,512,240,1,0,0.139936,0.156384,0.017408,0.018432,0.156384,6.90996,6.4,122880
33,512,240,1,0,0.133728,0.164672,0.018432,0.017408,0.164672,6.90996,6.4,122880
34,512,240,1,0,0.190464,0.167776,0.017408,0.016384,0.190464,6.90996,6.4,122880
35,512,240,1,0,0.14496,0.183584,0.017408,0.017408,0.183584,6.90996,6.4,122880
36,512,240,1,0,0.158528,0.204928,0.018432,0.017408,0.204928,6.90996,6.4,122880
37,512,240,1,0,0.141568,0.123104,0.017408,0.069632,0.141568,6.90996,6.4,122880
38,512,240,1,0,0.157216,0.203648,0.018432,0.017408,0.203648,6.90996,6.4,122880
39,512,240,1,0,0.417472,0.434976,0.016384,0.017408,0.434976,6.90996,6.4,122880
40,512,240,1,0,0.15728,0.192832,0.018432,0.018432,0.192832,6.90996,6.4,122880
41,512,240,1,0,0.161856,0.207232,0.017408,0.017408,0.207232,6.90996,6.4,122880
42,512,240,1,0,0.195328,0.168128,0.018432,0.018432,0.195328,6.90996,6.4,122880
43,512,240,1,0,0.139872,0.17952,0.016384,0.018432,0.17952,6.90996,6.4,122880
44,512,240,1,0,0.197056,0.165504,0.017408,0.018432,0.197056,6.90996,6.4,122880
45,512,240,1,0,0.19648,0.165568,0.019456,0.017408,0.19648,6.90996,6.4,122880
46,512,240,1,0,0.168256,0.203104,0.017408,0.017408,0.203104,6.90996,6.4,122880
47,512,240,1,0,0.182816,0.16752,0.018432,0.017408,0.182816,6.90996,6.4,122880
48,512,240,1,0,0.158688,0.169312,0.018432,0.017408,0.169312,6.90996,6.4,122880
49,512,240,1,0,0.134464,0.176448,0.019456,0.017408,0.176448,6.90996,6.4,122880
50,512,240,1,0,0.136224,0.175712,0.018432,0.017408,0.175712,6.90996,6.4,122880
51,512,240,1,0,0.172224,0.200288,0.016384,0.017408,0.200288,6.90996,6.4,122880
52,512,240,1,0,0.190816,0.21344,0.019456,0.018432,0.21344,6.90996,6.4,122880
53,512,240,1,0,0.141152,0.176864,0.018432,0.017408,0.176864,6.90996,6.4,122880
54,512,240,1,0,0.155424,0.158624,0.018432,0.017408,0.158624,6.90996,6.4,122880
55,512,240,1,0,0.077056,0.118432,0.017408,0.018432,0.118432,6.90996,6.4,122880
56,512,240,1,0,0.103488,0.13824,0.018432,0.017408,0.13824,6.90996,6.4,122880
57,512,240,1,0,0.118688,0.129472,0.018432,0.018432,0.129472,6.90996,6.4,122880
58,512,240,1,0,0.074912,0.10608,0.017408,0.017408,0.10608,6.90996,6.4,122880
59,512,240,1,0,0.09504,0.141312,0.016384,0.017408,0.141312,6.90996,6.4,122880
60,512,240,1,0,0.079072,0.116352,0.018432,0.017408,0.116352,6.90996,6.4,122880
61,512,240,1,0,0.08192,0.117536,0.017408,0.017408,0.117536,6.90996,6.4,122880
62,512,240,1,0,0.126496,0.165056,0.018432,0.017408,0.165056,6.90996,6.4,122880
63,512,240,1,0,0.085888,0.124288,0.018432,0.017408,0.124288,6.90996,6.4,122880
64,512,240,1,0,0.088448,0.124032,0.017408,0.017408,0.124032,6.90996,6.4,122880
65,512,240,1,0,0.074528,0.114112,0.018432,0.016384,0.114112,6.90996,6.4,122880
66,512,240,1,0,0.115168,0.161568,0.018432,0.017408,0.161568,6.90996,6.4,122880
67,512,240,1,0,0.096992,0.131296,0.017408,0.017408,0.131296,6.90996,6.4,122880
68,512,240,1,0,0.103008,0.149408,0.017408,0.017408,0.149408,6.90996,6.4,122880
69,512,240,1,0,0.0768,0.109408,0.017408,0.017408,0.109408,6.90996,6.4,122880
70,512,240,1,0,0.071936,0.112384,0.017408,0.017408,0.112384,6.90996,6.4,122880
71,512,240,1,0,0.105216,0.150592,0.017408,0.017408,0.150592,6.90996,6.4,122880
72,512,240,1,0,0.075232,0.111232,0.017408,0.017408,0.111232,6.90996,6.4,122880
73,512,240,1,0,0.101952,0.104608,0.016384,0.017408,0.104608,6.90996,6.4,122880
74,512,240,1,0,0.085056,0.120704,0.018432,0.016384,0.120704,6.90996,6.4,122880
75,512,240,1,0,0.081536,0.116512,0.018432,0.017408,0.116512,6.90996,6.4,122880
76,512,240,1,0,0.088704,0.129856,0.017408,0.017408,0.129856,6.90996,6.4,122880
77,512,240,1,0,0.086496,0.09712,0.018432,0.018432,0.09712,6.90996,6.4,122880
78,512,240,1,0,0.08224,0.12064,0.018432,0.017408,0.12064,6.90996,6.4,122880
79,512,240,1,0,0.081248,0.11952,0.018432,0.017408,0.11952,6.90996,6.4,122880
80,512,240,1,0,0.118464,0.165728,0.017408,0.017408,0.165728,6.90996,6.4,122880
81,512,240,1,0,0.078432,0.116192,0.018432,0.017408,0.116192,6.90996,6.4,122880
82,512,240,1,0,0.141024,0.18736,0.018432,0.016384,0.18736,6.90996,6.4,122880
83,512,240,1,0,0.07264,0.113632,0.016384,0.018432,0.113632,6.90996,6.4,122880
84,512,240,1,0,0.095328,0.099136,0.017408,0.018432,0.099136,6.90996,6.4,122880
85,512,240,1,0,0.097088,0.135712,0.017408,0.018432,0.135712,6.90996,6.4,122880
86,512,240,1,0,0.079616,0.118464,0.017408,0.017408,0.118464,6.90996,6.4,122880
87,512,240,1,0,0.0736,0.113856,0.016384,0.017408,0.113856,6.90996,6.4,122880
88,512,240,1,0,0.092672,0.106368,0.017408,0.018432,0.106368,6.90996,6.4,122880
89,512,240,1,0,0.070528,0.109504,0.017408,0.017408,0.109504,6.90996,6.4,122880
90,512,240,1,0,0.123712,0.162368,0.017408,0.017408,0.162368,6.90996,6.4,122880
91,512,240,1,0,0.108736,0.15312,0.018432,0.017408,0.15312,6.90996,6.4,122880
