frame,threads,blocks,native_covered,scaled_covered,fr_up_ms,lg_up_ms,self_diff_ms,cross_diff_ms,total_gpu_ms,heat_self_mean,heat_cross_mean,nonzero_diff_pixels
0,128,60,0,0,2.04877,0.052704,0.102592,0.017376,2.04877,0.4,0.4,7680
1,128,60,0,0,0.114752,0.1216,0.007168,0.013312,0.1216,0.4,0.4,7680
2,128,60,0,0,0.107136,0.11504,0.008192,0.013312,0.11504,0.4,0.4,7680
3,128,60,0,0,0.116576,0.115424,0.007168,0.014336,0.116576,0.4,0.4,7680
4,128,60,0,0,0.133696,0.149216,0.008192,0.013312,0.149216,0.4,0.4,7680
5,128,60,0,0,0.120544,0.128064,0.009216,0.016384,0.128064,0.4,0.4,7680
6,128,60,0,0,0.105472,0.097504,0.008192,0.014336,0.105472,0.4,0.4,7680
7,128,60,0,0,0.130304,0.131872,0.007168,0.014336,0.131872,0.4,0.4,7680
8,128,60,0,0,0.104864,0.114976,0.008192,0.016384,0.114976,0.4,0.4,7680
9,128,60,0,0,0.13952,0.14784,0.008192,0.01536,0.14784,0.4,0.4,7680
10,128,60,0,0,0.10768,0.117568,0.008192,0.01536,0.117568,0.4,0.4,7680
11,128,60,0,0,0.124416,0.127936,0.006144,0.01536,0.127936,0.4,0.4,7680
12,128,60,0,0,0.106592,0.11664,0.01024,0.016384,0.11664,0.4,0.4,7680
13,128,60,0,0,0.04336,0.048512,0.009216,0.014336,0.048512,0.4,0.4,7680
14,128,60,0,0,0.111168,0.121216,0.006144,0.01536,0.121216,0.4,0.4,7680
15,128,60,0,0,0.114496,0.123296,0.006144,0.014336,0.123296,0.4,0.4,7680
16,128,60,0,0,0.125152,0.135808,0.007168,0.01536,0.135808,0.4,0.4,7680
17,128,60,0,0,0.105472,0.116928,0.007168,0.014336,0.116928,0.4,0.4,7680
18,128,60,0,0,0.105664,0.116704,0.007168,0.01536,0.116704,0.4,0.4,7680
19,128,60,0,0,0.31184,0.323904,0.007168,0.014336,0.323904,0.4,0.4,7680
20,128,60,0,0,0.123072,0.129856,0.008192,0.013312,0.129856,0.4,0.4,7680
21,128,60,0,0,0.13968,0.14848,0.01024,0.014336,0.14848,0.4,0.4,7680
22,128,60,0,0,0.113184,0.126048,0.007168,0.01536,0.126048,0.4,0.4,7680
23,128,60,0,0,0.119904,0.10512,0.009216,0.01536,0.119904,0.4,0.4,7680
24,128,60,0,0,0.152544,0.16816,0.008192,0.01536,0.16816,0.4,0.4,7680
25,128,60,0,0,0.112928,0.092544,0.008192,0.311296,0.311296,0.4,0.4,7680
26,128,60,0,0,0.107776,0.115808,0.008192,0.01536,0.115808,0.4,0.4,7680
27,128,60,0,0,0.104096,0.114208,0.007168,0.013408,0.114208,0.4,0.4,7680
28,128,60,0,0,0.117568,0.11184,0.007168,0.01536,0.117568,0.4,0.4,7680
29,128,60,0,0,0.140096,0.176416,0.01024,0.016384,0.176416,0.4,0.4,7680
30,128,60,0,0,0.144864,0.180608,0.008192,0.01536,0.180608,0.4,0.4,7680
31,128,60,0,0,0.159328,0.205728,0.007168,0.01536,0.205728,0.4,0.4,7680
32,128,60,0,0,0.195008,0.242272,0.009216,0.017408,0.242272,0.4,0.4,7680
33,128,60,0,0,0.14,0.175456,0.007168,0.014336,0.175456,0.4,0.4,7680
34,128,60,0,0,0.15424,0.199488,0.007168,0.01536,0.199488,0.4,0.4,7680
