experiment,run_id,input_image,output_image,mode,intensity,bx,by,blur,passes,tpb,w,h,gridx,gridy,htod_ms,kernel_ms,dtoh_ms,total_ms,alloc_bytes,free0,free1,total_mem,exit_code,image_bytes,effective_bytes,kernel_GBs,total_GBs
A_bx_sweep_blur0,1,/mnt/c/Users/drena/OneDrive/Desktop/CodingRepos/GPU-Programming/MemoryHW/InputImages/Smallville.png,/mnt/c/Users/drena/OneDrive/Desktop/CodingRepos/GPU-Programming/MemoryHW/OutputImages/Smallville_A_bx_sweep_blur0_r01_bw_bx4_by16_blur0_p0.png,bw,1.0,4,16,0,0,64,256,256,64,16,0.113568,0.23344,0.077472,0.42448,393216,7438598144,7436500992,8585216000,0,196608,393216,1.6844413982179576,0.9263475310968714
A_bx_sweep_blur0,2,/mnt/c/Users/drena/OneDrive/Desktop/CodingRepos/GPU-Programming/MemoryHW/InputImages/Smallville.png,/mnt/c/Users/drena/OneDrive/Desktop/CodingRepos/GPU-Programming/MemoryHW/OutputImages/Smallville_A_bx_sweep_blur0_r02_bw_bx8_by16_blur0_p0.png,bw,1.0,8,16,0,0,128,256,256,32,16,0.104736,0.218528,0.082752,0.406016,393216,7438598144,7436500992,8585216000,0,196608,393216,1.7993849758383365,0.9684741488020177
A_bx_sweep_blur0,3,/mnt/c/Users/drena/OneDrive/Desktop/CodingRepos/GPU-Programming/MemoryHW/InputImages/Smallville.png,/mnt/c/Users/drena/OneDrive/Desktop/CodingRepos/GPU-Programming/MemoryHW/OutputImages/Smallville_A_bx_sweep_blur0_r03_bw_bx12_by16_blur0_p0.png,bw,1.0,12,16,0,0,192,256,256,22,16,0.11936,0.244864,0.054432,0.418656,393216,7438598144,7436500992,8585216000,0,196608,393216,1.6058546785154206,0.9392341206145379
A_bx_sweep_blur0,4,/mnt/c/Users/drena/OneDrive/Desktop/CodingRepos/GPU-Programming/MemoryHW/InputImages/Smallville.png,/mnt/c/Users/drena/OneDrive/Desktop/CodingRepos/GPU-Programming/MemoryHW/OutputImages/Smallville_A_bx_sweep_blur0_r04_bw_bx16_by16_blur0_p0.png,bw,1.0,16,16,0,0,256,256,256,16,16,0.077984,0.37856,0.088256,0.5448,393216,7438598144,7436500992,8585216000,0,196608,393216,1.0387151310228233,0.7217621145374451
A_bx_sweep_blur0,5,/mnt/c/Users/drena/OneDrive/Desktop/CodingRepos/GPU-Programming/MemoryHW/InputImages/Smallville.png,/mnt/c/Users/drena/OneDrive/Desktop/CodingRepos/GPU-Programming/MemoryHW/OutputImages/Smallville_A_bx_sweep_blur0_r05_bw_bx20_by16_blur0_p0.png,bw,1.0,20,16,0,0,320,256,256,13,16,0.059232,0.179552,0.060736,0.29952,393216,7438598144,7436500992,8585216000,0,196608,393216,2.189983960078418,1.3128205128205128
A_bx_sweep_blur0,6,/mnt/c/Users/drena/OneDrive/Desktop/CodingRepos/GPU-Programming/MemoryHW/InputImages/Smallville.png,/mnt/c/Users/drena/OneDrive/Desktop/CodingRepos/GPU-Programming/MemoryHW/OutputImages/Smallville_A_bx_sweep_blur0_r06_bw_bx24_by16_blur0_p0.png,bw,1.0,24,16,0,0,384,256,256,11,16,0.158784,0.369632,0.076992,0.605408,393216,7438598144,7436500992,8585216000,0,196608,393216,1.0638039996537096,0.6495057878323378
A_bx_sweep_blur0,7,/mnt/c/Users/drena/OneDrive/Desktop/CodingRepos/GPU-Programming/MemoryHW/InputImages/Smallville.png,/mnt/c/Users/drena/OneDrive/Desktop/CodingRepos/GPU-Programming/MemoryHW/OutputImages/Smallville_A_bx_sweep_blur0_r07_bw_bx28_by16_blur0_p0.png,bw,1.0,28,16,0,0,448,256,256,10,16,0.076928,0.254784,0.084448,0.41616,393216,7438598144,7436500992,8585216000,0,196608,393216,1.5433308214016577,0.9448673587081892
A_bx_sweep_blur0,8,/mnt/c/Users/drena/OneDrive/Desktop/CodingRepos/GPU-Programming/MemoryHW/InputImages/Smallville.png,/mnt/c/Users/drena/OneDrive/Desktop/CodingRepos/GPU-Programming/MemoryHW/OutputImages/Smallville_A_bx_sweep_blur0_r08_bw_bx32_by16_blur0_p0.png,bw,1.0,32,16,0,0,512,256,256,8,16,0.121056,0.255456,0.075936,0.452448,393216,7438598144,7436500992,8585216000,0,196608,393216,1.539270950770387,0.8690855081688944
